iter	RMSE
221	2.175787457
222	2.161980151
223	2.149590865
224	2.137139874
225	2.128244205
226	2.121323778
227	2.108571539
228	2.099768633
229	2.089632378
230	2.078481352
231	2.066694016
232	2.056112993
233	2.047813686
234	2.036705238
235	2.026030303
236	2.020474692
237	2.011194611
238	2.002693375
239	1.994065257
240	1.985239584
241	1.978217137
242	1.967879992
243	1.957558774
244	1.950224806
245	1.942758907
246	1.935326475
247	1.92710963
248	1.917042281
249	1.909804581
250	1.90249389
251	1.895716355
252	1.88746389
253	1.883133606
254	1.874649466
255	1.862612354
256	1.855363821
257	1.846472142
258	1.841096792
259	1.83150455
260	1.82606422
261	1.820047092
262	1.814483929
263	1.806613482
264	1.799736332
265	1.794442208
266	1.788583768
267	1.781766953
268	1.775426291
269	1.769117884
270	1.761440416
271	1.755789015
272	1.747272612
273	1.742369613
274	1.735730433
275	1.728398742
276	1.720482993
277	1.712034738
278	1.703225915
279	1.697221194
280	1.690536101
281	1.685072348
282	1.677342977
283	1.668282261
284	1.663624273
285	1.656292843
286	1.65080929
287	1.646658736
288	1.642056558
289	1.635028156
290	1.62695231
291	1.621986266
292	1.615616143
293	1.610276451
294	1.603594636
295	1.597173559
296	1.591895144
297	1.585743804
298	1.582017657
299	1.576399684
300	1.57079845
301	1.563873703
302	1.560541381
303	1.555320926
304	1.550727853
305	1.544740457
306	1.540652814
307	1.535998203
308	1.532201299
309	1.527938555
310	1.523181952
311	1.517978012
312	1.515088991
313	1.510633347
314	1.507634122
315	1.502571193
316	1.497232481
317	1.492917726
318	1.487505331
319	1.483796767
320	1.479645803
321	1.475587484
322	1.471804109
323	1.467973854
324	1.462396752
325	1.458917074
326	1.453196444
327	1.447603398
328	1.445106919
329	1.439149178
330	1.434789673
331	1.430791114
332	1.427178821
333	1.422265753
334	1.416723918
335	1.414675263
336	1.411697879
337	1.406805547
338	1.402296907
339	1.397723332
340	1.394455202
341	1.391132222
342	1.386353882
343	1.382671634
344	1.378438347
345	1.374290625
346	1.370023809
347	1.364930473
348	1.36257029
349	1.358380786
350	1.353498914
351	1.349182192
352	1.346502054
353	1.34352423
354	1.340213279
355	1.336522947
356	1.334057686
357	1.331536206
358	1.329234821
359	1.325879379
360	1.323462515
361	1.319690532
362	1.317131409
363	1.31383907
364	1.311928674
365	1.309779926
366	1.306209875
367	1.303024278
368	1.299578516
369	1.296186937
370	1.291523402
371	1.288092786
372	1.286833492
373	1.28359411
374	1.279024773
375	1.275669577
376	1.272846695
377	1.269661266
378	1.266729741
379	1.264013309
380	1.262585655
381	1.260126518
382	1.256621819
383	1.253998486
384	1.252368523
385	1.249161465
386	1.246863022
387	1.243414769
388	1.240917395
389	1.238512918
390	1.23548533
391	1.232317647
392	1.23011377
393	1.2274994
394	1.22443734
395	1.222216623
396	1.219273108
397	1.216910673
398	1.213835531
399	1.21139288
400	1.20949573
401	1.207356945
402	1.204474236
403	1.203498274
404	1.200205546
405	1.197766239
406	1.194693503
407	1.192409478
408	1.189660012
409	1.186872565
410	1.184310065
411	1.181780801
412	1.179655055
413	1.17799679
414	1.175835625
415	1.174460265
416	1.172077407
417	1.169774262
418	1.167018257
419	1.164261978
420	1.162355223
421	1.159831164
422	1.157282277
423	1.154719336
424	1.152343676
425	1.149747696
426	1.147703064
427	1.144374331
428	1.141811843
429	1.139205933
430	1.136605543
431	1.133998518
432	1.132302888
433	1.130205709
434	1.12836935
435	1.125530487
436	1.123549105
437	1.122332188
438	1.120011424
439	1.117559667
440	1.115837684
441	1.113353344
442	1.111001654
443	1.108483093
444	1.106055944
445	1.104171133
446	1.102348406
447	1.099794131
448	1.098532532
449	1.097231069
450	1.095545768
451	1.093446296
452	1.091238786
453	1.089964261
454	1.086921891
455	1.084850935
456	1.082693768
457	1.080149716
458	1.078891173
459	1.076313883
460	1.075218574
461	1.072525413
462	1.070764965
463	1.068020579
464	1.066843515
465	1.065067904
466	1.063212297
467	1.060884819
468	1.059353706
469	1.057098452
470	1.055029233
471	1.053237015
472	1.051622876
473	1.049886572
474	1.048054679
475	1.046041792
476	1.043873027
477	1.042378838
478	1.040650734
479	1.03797708
480	1.03695378
481	1.034861433
482	1.033855916
483	1.031636821
484	1.03012058
485	1.028645315
486	1.027473393
487	1.026114211
488	1.024273503
489	1.022136897
490	1.021201211
491	1.018914617
492	1.016924371
493	1.01470237
494	1.01264138
495	1.010990335
496	1.009549849
497	1.00822255
498	1.006210463
499	1.004602619
500	1.002493318
501	1.000813681
502	0.9991432007
503	0.9971127455
504	0.9953957712
505	0.993490571
506	0.9910648369
507	0.9894210432
508	0.9871343001
509	0.9857096014
510	0.9835395417
511	0.981906963
512	0.9800023857
513	0.9781660986
514	0.9767944295
515	0.9758461468
516	0.9737915723
517	0.9721504655
518	0.9710140562
519	0.9694601181
520	0.9673754354
521	0.9661472014
522	0.9645916972
523	0.9628079659
524	0.9619630345
525	0.9603726863
526	0.9585656753
527	0.956736209
528	0.9555991385
529	0.9540591419
530	0.9516832564
531	0.9503144212
532	0.948504981
533	0.9468787034
534	0.9454921308
535	0.9443678021
536	0.9429034858
537	0.941590166
538	0.9404346034
539	0.9387991662
540	0.9371203572
541	0.9359690165
542	0.9351091566
543	0.9340146225
544	0.9329506471
545	0.9312584974
546	0.9305710135
547	0.9295554021
548	0.9279462981
549	0.9264208499
550	0.9250782884
551	0.924224217
552	0.922586958
553	0.9208703434
554	0.9198831855
555	0.9183493789
556	0.917469558
557	0.916407094
558	0.9149259523
559	0.912754098
560	0.9117628857
561	0.9109201386
562	0.9091981244
563	0.9079548381
564	0.9062041518
565	0.904729595
566	0.9035859202
567	0.9020703826
568	0.9009518819
569	0.8998566032
570	0.8987131636
571	0.8975897414
572	0.8961685549
573	0.8946963629
574	0.893576346
575	0.8929372804
576	0.8916997991
577	0.8904697684
578	0.888328329
579	0.8867799682
580	0.8851952862
581	0.884290398
582	0.8831997915
583	0.8818399834
584	0.8805173699
585	0.8787209962
586	0.8764460222
587	0.8754374271
588	0.8740563079
589	0.8732865952
590	0.8719399358
591	0.8712188046
592	0.8693982312
593	0.8673980964
594	0.866337316
595	0.8650689112
596	0.8645900691
597	0.8632236223
598	0.8618597802
599	0.8604095835
600	0.8595000153
601	0.858607722
602	0.8574254063
603	0.8564360881
604	0.8555381363
605	0.854067481
606	0.8528082067
607	0.8522197218
608	0.8511788196
609	0.8501146906
610	0.8486659758
611	0.8477361865
612	0.8467919089
613	0.8456865132
614	0.8446938593
615	0.8428484082
616	0.8419190435
617	0.8404781563
618	0.839179243
619	0.8382580298
620	0.8373458501
621	0.8365183733
622	0.8352395269
623	0.8338228808
624	0.8318924701
625	0.8311662582
626	0.8302572919
627	0.8294220836
628	0.8283589067
629	0.8273963086
630	0.8263874458
631	0.825057334
632	0.8241335065
633	0.8229506226
634	0.8213739036
635	0.8209809064
636	0.8199173557
637	0.8186540287
638	0.8175289915
639	0.81643742
640	0.8152675879
641	0.8143926955
642	0.8131637822
643	0.8122492601
644	0.810816373
645	0.8101429666
646	0.8094590859
647	0.8088764671
648	0.8079381016
649	0.8066415461
650	0.8061674953
651	0.8053687986
652	0.8045669319
653	0.8034920093
654	0.8024129825
655	0.8015624178
656	0.8000866794
657	0.7990447075
658	0.7983309235
659	0.7977344774
660	0.7971222642
661	0.7959574651
662	0.7947895447
663	0.7939736652
664	0.7926880545
665	0.7918576008
666	0.7907141586
667	0.7901191073
668	0.7894209316
669	0.7879667298
670	0.787178396
671	0.7856030617
672	0.7845226929
673	0.783663954
674	0.7829514007
675	0.7818158483
676	0.7805430519
677	0.779138154
678	0.778053879
679	0.7766440143
680	0.7757327892
681	0.7744586303
682	0.772991826
683	0.7719860829
684	0.7705673625
685	0.7699962659
686	0.7686415675
687	0.7678942643
688	0.766584514
689	0.7655228843
690	0.7650541116
691	0.764684138
692	0.763985345
693	0.7628428267
694	0.7621201694
695	0.7612596591
696	0.7602664263
697	0.7591471107
698	0.7579438401
699	0.7573063896
700	0.7564285038
701	0.7552330093
702	0.7547634567
703	0.7540086508
704	0.7532366497
705	0.7521029494
706	0.7511470918
707	0.7503435534
708	0.7494419614
709	0.7482800316
710	0.747061366
711	0.7460857839
712	0.7456869117
713	0.7448981992
714	0.7437871819
715	0.742628953
716	0.7417315297
717	0.740855809
718	0.7398227257
719	0.7386356311
720	0.7380936697
721	0.7373084461
722	0.7362851328
723	0.7354825612
724	0.7343895044
725	0.7335152336
726	0.73237291
727	0.7314899671
728	0.7298532885
729	0.728755343
730	0.727650148
731	0.7268656769
732	0.7260261355
733	0.7252460999
734	0.724482714
735	0.7234087996
736	0.7226899415
737	0.7216311209
738	0.720643923
739	0.719741711
740	0.71848341
741	0.7176999256
742	0.7166564924
743	0.7160889031
744	0.7153756852
745	0.7146288388
746	0.7141414917
747	0.7132225124
748	0.7122018813
749	0.7110059831
750	0.7103879025
751	0.7096659215
752	0.709227625
753	0.7081494838
754	0.7077202511
755	0.7065595178
756	0.7055888211
757	0.7049793707
758	0.7036266247
759	0.703098392
760	0.7019939891
761	0.7013760489
762	0.7009604403
763	0.6996537704
764	0.698800376
765	0.6979095691
766	0.6972624009
767	0.6963442801
768	0.6957783608
769	0.6951462069
770	0.6940916913
771	0.6930650388
772	0.6923655376
773	0.6917217676
774	0.6908990817
775	0.6905312806
776	0.6902131403
777	0.6893107466
778	0.6884542675
779	0.6880405475
780	0.6874559217
781	0.6866326936
782	0.6855602088
783	0.6842998347
784	0.683580648
785	0.6828621914
786	0.681984667
787	0.6812524018
788	0.680652081
789	0.6799925832
790	0.6791780046
791	0.6784043779
792	0.6777357369
793	0.6768320669
794	0.6760816852
795	0.6752094941
796	0.6746999236
797	0.6739515313
798	0.6727439084
799	0.672377326
800	0.6720529527
801	0.6709942877
802	0.6697467916
803	0.6691528104
804	0.6685215422
805	0.6674875589
806	0.6665947822
807	0.6658197217
808	0.6651803156
809	0.664573821
810	0.6635882542
811	0.6627883087
812	0.662186888
813	0.6614569845
814	0.6609603766
815	0.66054198
816	0.6596391273
817	0.6586170265
818	0.6577141137
819	0.6567313814
820	0.655941692
821	0.6547860672
822	0.6539750238
823	0.6537812389
824	0.6529898715
825	0.6525456608
826	0.6517928066
827	0.6511537102
828	0.6502523256
829	0.6494408177
830	0.648794888
831	0.6481660736
832	0.6474260927
833	0.6466778067
834	0.6455918603
835	0.6449142574
836	0.6442307077
837	0.6436999891
838	0.6429288548
839	0.6420908603
840	0.641768425
841	0.6409786882
842	0.640156308
843	0.639159772
844	0.6383756058
845	0.6376460619
846	0.6365429452
847	0.6358015264
848	0.6351166991
849	0.6342414041
850	0.6334952779
851	0.6328678993
852	0.6321158255
853	0.6314498683
854	0.6309730598
855	0.6305279783
856	0.6298069859
857	0.6290172533
858	0.628076515
859	0.6273768141
860	0.6263409091
861	0.6256624895
862	0.624909688
863	0.6244244942
864	0.6235707181
865	0.6228358103
866	0.6220329809
867	0.6213204892
868	0.6206138712
869	0.6197934192
870	0.6192115053
871	0.6183788107
872	0.617441845
873	0.6166222578
874	0.6158750056
875	0.6149048851
876	0.6141540249
877	0.6137571746
878	0.6130991493
879	0.6125321183
880	0.6116311901
881	0.6110173078
882	0.6100772649
883	0.6094488114
884	0.6088618013
885	0.6081642258
886	0.6076576421
887	0.6068771508
888	0.6060003681
889	0.6055244633
890	0.6047737937
891	0.6040497862
892	0.6031976533
893	0.6026106038
894	0.6018110689
895	0.6012999806
896	0.6007279069
897	0.6000468639
898	0.5994683785
899	0.5989989302
900	0.5987958395
901	0.5982976173
902	0.5976390266
903	0.5969666155
904	0.596373566
905	0.5958558102
906	0.5952687429
907	0.5944276856
908	0.5938585959
909	0.5930086556
910	0.5921651704
911	0.5912204337
912	0.590440303
913	0.5895634783
914	0.5890597887
915	0.5886010448
916	0.5876957251
917	0.5872481185
918	0.5864118089
919	0.585540289
920	0.5848850998
921	0.5844375029
922	0.5838245581
923	0.5833173137
924	0.5827735014
925	0.5821460927
926	0.5814609648
927	0.5807911428
928	0.5804556743
929	0.5799291786
930	0.5796582426
931	0.5792301532
932	0.5783855334
933	0.5776252631
934	0.5768235203
935	0.5766380308
936	0.5760984399
937	0.5753645134
938	0.5747476481
939	0.5744173431
940	0.5738509141
941	0.5731094669
942	0.5724935285
943	0.5718025025
944	0.5712409349
945	0.5708881573
946	0.5704546963
947	0.5699828872
948	0.5693585042
949	0.5688711174
950	0.5679150557
951	0.5675941711
952	0.5667518392
953	0.5659733907
954	0.5653992295
955	0.5646883647
956	0.56413506
957	0.5633880935
958	0.5624732924
959	0.5616142351
960	0.5611574448
961	0.5606937088
962	0.5601501984
963	0.5597665485
964	0.5591396176
965	0.5584701216
966	0.557978424
967	0.5573548854
968	0.5568263303
969	0.5562544523
970	0.5556330035
971	0.5551067542
972	0.5545277511
973	0.5538654394
974	0.5533966269
975	0.5528340932
976	0.5522792546
977	0.5515947212
978	0.5511256267
979	0.5506522987
980	0.5498461336
981	0.5494641175
982	0.5489195337
983	0.5487413499
984	0.5480917658
985	0.5473904429
986	0.5468430747
987	0.546297974
988	0.5458729331
989	0.5448839107
990	0.5445158887
991	0.5440121413
992	0.5435413067
993	0.5428618906
994	0.5422176638
995	0.5415436963
996	0.5411925959
997	0.540767774
998	0.5404198429
999	0.5399156498
